티커,종가,시가총액,거래량,거래대금,상장주식수
005930,43850,261774964817500,8108343,356447378500,5969782550
000660,66800,48630557982000,2851596,189893294200,728002365
005935,35300,29047900510000,492846,17355321050,822886700
005380,122500,26174352907500,797741,97502387500,213668187
068270,207500,26033248385000,277484,57853357000,125461438
051910,363000,25625020509000,130719,47326708500,70592343
207940,367000,24282555000000,74907,27576043000,66165000
015760,35100,22532939102700,833264,29030894700,641964077
005490,255500,22276236342500,215342,54789673000,87186835
035420,130500,21508148047500,268047,34898035000,164813395
051900,1323000,20662874631000,45163,58666741000,15618197
028260,108000,20486524644000,253493,27423995500,189690043
055550,43150,20461712179050,794156,34232969750,474199587
012330,207000,20150179641000,137139,28179943000,97343863
017670,245500,19823072050500,226633,55572419500,80745711
034730,262500,18469577962500,101875,26787236500,70360297
105560,42200,17644306861400,1362044,57641599330,418111537
018260,226500,17526071700000,63562,14395967000,77377800
096770,186000,17198594904000,267369,49697750500,92465564
032830,85400,17080000000000,153582,13103940200,200000000
006400,218000,14990667540000,438178,94287364774,68764530
033780,106500,14621650930500,335669,35118312500,137292497
000810,294500,13951889496500,61443,18011601500,47374837
000270,34350,13924230969450,826891,28301407200,405363347
003550,76400,13183364808400,191858,14591642000,172557131
066570,76300,12486328208200,671827,50493227500,163647814
086790,37550,11274089428100,640622,24006386250,300242062
090430,184500,10785591405000,217726,39989674000,58458490
091990,75000,10539491175000,601581,45127021500,140526549
010950,92300,10391391701600,382007,35006841100,112582792
316140,14550,9896390652300,715885,10332804750,680164306
011170,288000,9871320672000,121992,35069033500,34275419
251270,114000,9720382140000,130370,14740401500,85266510
036570,438500,9620261147000,41269,17983648000,21939022
009540,124000,8775866384000,158719,19727141500,70773116
035720,104000,8672328392000,240466,25154544000,83387773
010130,451500,8519805000000,31589,14181066456,18870000
024110,14200,8164210394800,836991,11866813700,574944394
009150,100500,7506716448000,951914,96225310871,74693696
034220,20800,7442566560000,2046779,42440023400,357815700
030200,27650,7219741491200,304618,8442964800,261111808
021240,92500,6826464757500,145914,13423032000,73799619
035250,31500,6739125750000,292231,9122811775,213940500
032640,14700,6418187006700,1320400,19449030450,436611361
018880,11850,6325530000000,499938,5919961074,533800000
004020,46600,6218573581000,202598,9396961450,133445785
002790,69700,5747335146000,111942,7757473000,82458180
010140,9090,5726700000000,3319406,30041946630,630000000
267250,347500,5659599407500,15148,5268040500,16286617
128940,483000,5608684872000,21043,10129163000,11612184
000720,50000,5567788250000,622022,31254899150,111355765
035760,241400,5293029097600,73536,17633307000,21926384
004990,50400,5287425544800,85172,4271295800,104909237
023530,186500,5275852807500,47917,8955209000,28288755
008930,80700,5224748802000,35988,2896488600,64742860
161390,42100,5215140404900,165761,6946826600,123875069
084990,312200,4981544372000,286567,88749105900,15956260
097950,327000,4922718822000,20624,6725901000,15054186
139480,175500,4892206234500,45664,7997180500,27875819
086280,130000,4875000000000,82891,10707409000,37500000
005830,68500,4849800000000,272837,18657148700,70800000
006800,7340,4832042434720,943768,6914103860,658316408
215600,68300,4805801437500,5813047,406815110800,70363125
078930,51400,4775850429200,132353,6787282700,92915378
036460,50100,4624881300000,123245,6137122950,92313000
000120,180500,4117628092000,49373,8930546500,22812344
271560,104000,4111757728000,83909,8698627500,39536132
081660,66500,4064152155000,699636,46299714900,61115070
029780,33500,3881272848500,74981,2509459200,115858891
003670,65500,3869085000000,355729,23155002600,59070000
012750,99700,3788518046600,39292,3895519300,37999178
009830,23200,3784161140800,469875,10903049800,163110394
001040,123500,3603359253000,37649,4611868500,29176998
005940,12700,3573892864900,515295,6545107800,281408887
047810,36150,3523725118050,264742,9568520900,97475107
282330,203500,3517274871000,26029,5293936000,17283906
088350,4015,3487147950000,646461,2589826650,868530000
088980,9990,3486952916640,616841,6162901160,349044336
028300,88200,3460543052400,663109,59322389900,39235182
071050,61000,3399285512000,104802,6370372500,55725992
000100,260500,3328438457500,31517,8156801500,12777115
006360,41700,3320551359300,366559,15123798800,79629529
